order_id,order_date,customer_id,product_id,quantity,unit_price,currency
O51074,16.06.2025,C019,P1026,42,31.4,EUR
O51146,2025-01-20,C016,P1014,54,19.98,eur
O50443,2026-02-10,C017,P1020,53,4.54,EUR
O50318,2025-03-16,C014,P1036,31,44.88,EUR
O50211,16.07.2026,C019,P1008,16,10.2,EUR
O50892,2026-04-28,C009,P1016,1,44.07,EUR
O52378,2025-06-06,C003,P9999,3,9.9,EUR
O50212,02.09.2025,C005,P1030,8,53.96,eur
O50887,03.01.2026,C029,P1006,48,54.04,EUR
O51173,2025-06-24,C005,P1012,38,40.82,EUR
O50979,2025-04-09,C038,P1014,58,18.39,EUR
O50399,28.03.2026,C028,P1001,13,58.31,EUR
O50071,2026-08-01,C017,P1030,50,50.08,EUR
O50761,17.05.2026,C002,P1011,23,21.51,EUR
O50490,17.06.2026,C040,P1001,38,54.17,eur
O51198,03.11.2025,C011,P1022,7,58.16,EUR
O51179,2025-12-09,C015,P1002,45,5.6,EUR
O51195,2026-06-15,C016,P1004,33,22.35,EUR
O50227,10.11.2025,C011,P1028,45,11.2,eur
O51166,2026-05-03,C012,P1001,27,54.46,eur
O51058,31.05.2026,C030,P1022,9,54.69,eur
O50842,2025-05-11,C024,P1004,58,21.42,EUR
O50670,2025-07-11,C018,P1016,31,50.01,EUR
O51048,2026-08-04,C034,P1001,28,56.37,eur
O50023,2026-02-18,C038,P1016,39,43.07,EUR
O50755,2025-05-25,C038,P1025,58,81.05,EUR
O50118,2026-05-23,C033,P1009,38,35.87,EUR
O50932,2026-04-27,C040,P1029,24,73.76,EUR
O50144,2026-03-01,C040,P1032,27,65.43,EUR
O50597,18.01.2025,C035,P1008,1,10.78,EUR
O50478,2025-06-07,C001,P1024,28,14.86,eur
O50422,2025-05-01,C028,P1022,18,58.82,EUR
O50582,2026-01-22,C018,P1028,36,10.87,EUR
O50791,11.08.2025,C027,P1030,29,47.68,EUR
O50143,02.02.2026,C035,P1024,27,16.15,EUR
O50408,2025-08-11,C009,P1007,49,69.34,eur
O50383,2025-10-27,C015,P1018,35,48.32,eur
O50055,2025-02-21,C030,P1008,9,11.05,EUR
O51001,30.03.2026,C003,P1003,12,25.56,EUR
O51065,2026-05-20,C008,P1010,23,5.64,EUR
O50364,2026-04-02,C030,P1026,50,31.04,EUR
O50214,2026-03-16,C016,P1023,37,30.04,EUR
O50352,10.10.2025,C031,P1020,51,3.92,EUR
O50191,11.09.2025,C034,P1029,34,71.59,EUR
O50624,2026-05-29,C011,P1029,15,65.51,EUR
O50925,31.10.2025,C040,P1018,35,50.64,EUR
O50674,2025-05-30,C001,P1031,12,66.31,EUR
O50223,2025-10-07,C028,P1024,57,15.67,eur
O50973,18.01.2025,C020,P1023,45,29.77,eur
O50386,2026-03-12,C020,P1016,56,50.31,eur
O50792,2025-09-08,C014,P1036,4,44.69,EUR
O50131,2026-08-12,C002,P1019,54,69.07,EUR
O51061,2026-06-14,C011,P1028,21,11.74,eur
O50419,29.04.2025,C020,P1004,43,22.08,EUR
O50781,2026-04-18,C019,P1028,40,12.07,EUR
O50801,13.05.2025,C032,P1034,32,84.21,EUR
O50677,09.04.2025,C017,P1022,24,57.26,EUR
O50315,30.07.2026,C036,P1027,34,10.34,EUR
O51079,2026-04-20,C032,P1010,34,6.17,EUR
O50066,2026-03-15,C012,P1030,4,49.18,EUR
O50048,2025-06-28,C036,P1026,54,27.72,EUR
O50668,28.06.2025,C034,P1008,30,10.22,EUR
O51108,2025-04-19,C003,P1036,33,44.09,EUR
O50827,2026-04-22,C030,P1006,7,56.5,eur
O50872,2025-04-05,C039,P1014,41,18.15,EUR
O50859,2025-01-15,C038,P1012,48,40.98,eur
O50462,2025-04-24,C024,P1005,46,66.02,eur
O50696,2025-01-08,C027,P1013,57,5.85,eur
O50727,2026-01-13,C034,P1018,3,51.93,EUR
O51024,21.04.2026,C028,P1036,28,48.22,EUR
O50020,20.10.2025,C032,P1036,10,44.73,EUR
O50626,24.08.2025,C008,P1022,31,60.25,eur
O50263,2025-06-02,C040,P1021,21,63.38,EUR
O50285,01.06.2026,C013,P1018,52,46.89,EUR
O50768,2026-08-02,C005,P1021,36,67.41,EUR
O50062,13.08.2026,C001,P1031,23,64.97,eur
O50922,2025-04-03,C020,P1031,11,69.38,EUR
O50899,2025-06-11,C006,P1032,1,56.2,EUR
O51096,10.06.2026,C004,P1015,34,50.52,EUR
O50856,2026-08-01,C031,P1004,38,20.11,EUR
O50879,19.04.2025,C007,P1017,3,19.58,EUR
O50385,2026-07-11,C003,P1035,49,34.65,EUR
O50642,28.07.2025,C036,P1036,31,44.65,eur
O50176,13.05.2025,C015,P1035,33,33.79,EUR
O50698,2025-09-03,C035,P1019,52,64.82,EUR
O50945,2025-05-05,C032,P1026,50,28.43,eur
O50960,2026-08-23,C036,P1032,48,60.72,EUR
O51057,2026-01-15,C003,P1036,38,44.65,EUR
O51137,2026-01-19,C032,P1019,2,70.52,EUR
O50972,2025-07-12,C030,P1027,59,10.23,EUR
O50430,2025-11-15,C036,P1006,30,52.37,EUR
O50465,2025-08-17,C020,P1025,47,81.37,EUR
O51126,2026-04-05,C030,P1001,22,58.2,EUR
O50815,2026-05-28,C022,P1013,60,5.77,EUR
O50306,11.09.2025,C010,P1023,18,28.91,EUR
O51152,2026-02-04,C010,P1021,27,71.33,EUR
O50967,2025-12-31,C019,P1019,34,68.86,EUR
O50025,29.09.2025,C020,P1009,30,35.77,EUR
O50831,2026-04-18,C023,P1019,39,68.16,EUR
O50828,2026-04-27,C010,P1015,56,58.31,EUR
O50710,2025-11-29,C018,P1011,38,19.6,EUR
O50578,18.02.2025,C027,P1025,51,85.05,EUR
O50614,2025-08-06,C017,P1036,35,50.11,eur
O50018,2025-08-31,C032,P1027,31,10.48,eur
O50535,2026-07-15,C010,P1031,14,69.29,EUR
O50283,2025-02-08,C037,P1020,39,3.94,EUR
O50391,19.05.2025,C018,P1004,56,21.78,EUR
O50563,2025-04-20,C013,P1013,8,6.19,eur
O50620,02.02.2026,C003,P1030,3,55.16,EUR
O50513,28.02.2025,C009,P1021,47,61.89,eur
O50675,2026-06-14,C020,P1032,17,61.69,EUR
O50403,20.08.2025,C001,P1001,45,52.6,EUR
O50684,18.06.2026,C011,P1027,12,11.62,EUR
O50411,2026-02-06,C016,P1004,32,20.85,EUR
O51119,2025-01-09,C040,P1034,59,75.61,eur
O50079,07.08.2026,C002,P1022,32,61.92,EUR
O50738,2025-09-29,C015,P1016,17,48.89,EUR
O50147,06.05.2025,C014,P1006,42,58.19,EUR
O51937,2025-05-05,,P1005,5,12.5,EUR
O50202,2025-07-18,C030,P1029,50,67.85,eur
O50467,2025-08-15,C010,P1032,22,63.51,EUR
O50567,2026-08-16,C007,P1009,25,37.81,EUR
O50161,2025-03-10,C006,P1006,28,53.18,EUR
O51120,2026-04-02,C040,P1035,51,34.11,eur
O51051,2025-10-17,C012,P1027,27,11.51,EUR
O51028,2026-02-11,C008,P1016,37,48.32,EUR
O50604,2025-06-14,C040,P1015,54,52.6,EUR
O50169,06.03.2026,C011,P1022,24,56.8,EUR
O50736,2025-01-07,C014,P1015,55,53.15,EUR
O50156,2025-03-17,C039,P1021,10,62.33,EUR
O50544,2025-04-29,C001,P1003,55,23.84,EUR
O50479,2025-07-24,C014,P1002,11,5.8,EUR
O50905,01.05.2026,C011,P1012,43,46.42,EUR
O50368,2025-11-23,C003,P1020,52,4.35,EUR
O50051,2025-04-06,C015,P1020,52,4.0,EUR
O50784,2026-04-11,C021,P1017,45,21.54,EUR
O50560,08.01.2026,C007,P1008,49,10.81,EUR
O50650,2025-02-06,C001,P1016,11,43.43,EUR
O51019,07.08.2025,C035,P1018,52,50.96,eur
O50753,2025-01-15,C020,P1008,29,10.49,EUR
O50838,02.12.2025,C006,P1004,14,22.34,EUR
O50886,2025-06-30,C013,P1025,20,81.47,EUR
O50958,2026-03-01,C030,P1036,46,47.62,EUR
O50924,2026-04-21,C025,P1005,58,63.51,EUR
O50873,2025-03-30,C037,P1025,52,84.94,EUR
O50689,2026-06-24,C003,P1002,43,5.54,EUR
O51050,22.10.2025,C009,P1025,28,83.52,EUR
O50953,05.01.2026,C028,P1010,24,5.93,EUR
O50085,2025-10-05,C015,P1017,8,21.79,EUR
O50472,2026-05-06,C029,P1011,5,21.9,EUR
O50721,14.07.2025,C010,P1036,40,45.44,eur
O51188,10.04.2026,C028,P1030,57,52.17,EUR
O50911,28.04.2026,C028,P1004,10,20.27,eur
O50605,2025-07-05,C030,P1036,42,47.48,EUR
O50173,2026-05-14,C015,P1003,26,27.32,EUR
O50276,20.09.2025,C013,P1014,53,19.45,EUR
O50174,2025-01-08,C014,P1020,50,3.96,EUR
O51128,2026-06-17,C021,P1007,34,74.84,EUR
O50522,2025-07-25,C037,P1027,58,11.71,eur
O51190,2025-04-16,C038,P1005,51,65.01,EUR
O50322,2026-04-23,C021,P1031,59,63.93,EUR
O50773,18.05.2025,C012,P1024,55,15.64,eur
O50871,2026-04-02,C019,P1015,17,52.07,EUR
O50627,2025-08-04,C002,P1027,16,10.17,EUR
O50448,2025-05-12,C008,P1022,3,62.79,EUR
O50811,08.08.2026,C039,P1012,8,46.01,EUR
O50481,04.04.2025,C024,P1012,57,42.6,EUR
O50926,2025-03-24,C033,P1004,59,21.85,EUR
O50416,2026-07-04,C006,P1018,20,46.62,EUR
O50450,2025-06-26,C012,P1014,18,18.64,EUR
O50425,2025-08-22,C001,P1003,16,23.46,EUR
O50075,2026-01-15,C022,P1033,1,48.46,eur
O50822,2026-07-17,C010,P1018,46,52.5,EUR
O50550,14.05.2025,C008,P1032,57,60.2,EUR
O50971,2026-02-26,C007,P1011,14,19.72,EUR
O51014,2026-07-03,C017,P1019,4,65.13,eur
O50990,18.04.2025,C034,P1029,43,72.35,EUR
O51077,02.02.2026,C037,P1018,39,49.41,eur
O50766,2026-04-05,C009,P1014,38,19.46,EUR
O50660,2025-09-12,C026,P1006,44,59.2,EUR
O50367,18.06.2026,C031,P1023,7,30.15,eur
O50951,2025-10-12,C006,P1002,35,5.99,EUR
O51063,06.02.2025,C011,P1017,46,20.92,EUR
O51022,28.07.2025,C019,P1018,42,47.28,EUR
O51404,2025-05-05,,P1005,5,12.5,EUR
O51043,2026-02-25,C031,P1029,56,73.02,EUR
O50795,2025-10-19,C038,P1030,24,54.75,EUR
O51042,2026-08-13,C011,P1008,16,10.56,EUR
O50343,15.12.2025,C002,P1021,41,64.59,eur
O50133,2025-08-13,C009,P1017,41,19.66,EUR
O50964,19.08.2026,C017,P1028,41,11.64,EUR
O50167,2025-12-14,C012,P1001,56,50.85,eur
O50429,2025-08-17,C005,P1026,57,29.99,EUR
O51002,18.06.2025,C009,P1028,20,11.7,eur
O51197,2025-12-16,C030,P1031,39,69.26,EUR
O51041,2026-03-31,C026,P1001,13,55.1,EUR
O50259,2026-01-07,C025,P1005,33,61.11,EUR
O50574,2025-05-29,C013,P1004,18,22.11,EUR
O50110,2025-06-12,C001,P1036,36,46.4,EUR
O50507,10.01.2025,C012,P1009,39,38.67,EUR
O50672,09.01.2026,C029,P1018,12,50.61,EUR
O50305,2025-01-24,C035,P1030,28,51.44,EUR
O50603,2025-11-09,C014,P1023,27,32.45,EUR
O51097,2026-07-21,C027,P1018,57,49.82,eur
O50388,2025-08-03,C011,P1028,40,10.64,EUR
O50152,2025-01-17,C004,P1017,9,21.86,EUR
O50095,2025-06-10,C036,P1012,5,41.02,eur
O50501,2025-07-17,C016,P1004,3,21.1,EUR
O50880,2026-04-02,C010,P1032,42,62.47,EUR
O50652,2025-03-12,C019,P1036,47,49.62,EUR
O50767,2025-05-22,C009,P1034,28,86.65,EUR
O50775,04.10.2025,C013,P1015,49,52.17,EUR
O51091,2025-05-29,C035,P1028,13,10.54,eur
O50393,2026-05-17,C027,P1018,25,49.64,EUR
O50389,2025-07-31,C035,P1023,18,30.93,EUR
O50268,2026-03-28,C010,P1027,27,11.33,eur
O50296,2025-03-05,C010,P1035,11,32.53,eur
O50243,13.05.2025,C004,P1033,54,43.07,EUR
O50134,13.11.2025,C038,P1003,24,26.28,EUR
O50889,27.05.2026,C003,P1002,22,5.26,EUR
O51080,25.10.2025,C006,P1028,59,11.86,EUR
O50351,2025-10-03,C032,P1018,10,46.49,eur
O50763,2026-02-01,C018,P1036,15,44.44,eur
O50758,2025-04-21,C025,P1019,15,72.58,EUR
O50492,2025-04-19,C035,P1019,57,65.64,eur
O50935,2025-06-04,C002,P1034,19,79.12,EUR
O50625,2025-08-05,C011,P1012,24,44.16,EUR
O50431,2025-10-26,C030,P1016,24,47.24,eur
O50694,2025-12-19,C035,P1031,1,69.21,eur
O50228,2025-02-13,C018,P1028,41,12.18,EUR
O50777,12.02.2025,C026,P1021,40,71.83,EUR
O50282,2025-06-30,C032,P1026,12,32.3,EUR
O50043,2025-02-09,C023,P1028,47,11.83,eur
O50208,2026-01-19,C021,P1002,60,5.3,EUR
